ObjectNo,StepSequenceNo,SequenceNo,Datetime,LAACA_AR034,LAACA_AR035,LAACA_AR036,LAACA_AR037,LAACA_AR038,LAACA_AR039,LAACA_AR040,LAACA_AR041,LAACA_AR042,LAACA_AR043,LAACA_AR044,LAACA_AR045,LAACA_AR013,LAACA_AR046,LAACA_AR047,LAACA_AR048,LAACA_AR014,LAACA_AR015,LAACA_AR016,LAACA_AR017,LAACA_AR018,LAACA_AR019,LAACA_AR020,LAACA_AR021,LAACA_AR022,LAACA_AR023,LAACA_AR024,LAACA_AR025,LAACA_AR026,LAACA_AR027,LAACA_AR028,LAACA_AR029,LAACA_AR030,LAACA_AR031,LAACA_AR032,LAACA_AR033,LAACA_AR049,LAACA_AR050,LAACA_AR051,LAACA_AR052,LAACA_AR053,LAACA_AR054,LAACA_AR055,LAACA_AR056,LAACA_AR057,LAACA_AR058,LAACA_AR059,LAACA_AR060,LAACA_AR061,LAACA_AR062,LAACA_AR063,LAACA_AR064,LAACA_AR065,LAACA_AR066,LAACA_AR067,LAACA_AR068,LAACA_AR069,LAACA_AR070,LAACA_AR071,LAACA_AR072,LAACA_AR073,LAACA_AR074,LAACA_AR075,LAACA_AR076,LAACA_AR077,LAACA_AR078,LAACA_AR079,LAACA_AR080,LAACA_AR081,LAACA_AR082,LAACA_AR083,LAACA_AR084,LAACA_AR085,LAACA_AR086,LAACA_AR087,LAACA_AR088,LAACA_AR089,LAACA_AR090,LAACA_AR091,LAACA_AR092,LAACA_AR093,LAACA_AR094,LAACA_AR095,LAACA_AR096,LAACA_AR097,LAACA_AR098,LAACA_AR099,LAACA_AR100,LAACA_AR101,LAACA_AR102,LAACA_AR103,LAACA_AR104,LAACA_AR105,LAACA_AR106,LAACA_AR107,LAACA_AR108,LAACA_AR109,LAACA_AR110,LAACA_AR111,LAACA_AR112,LAACA_AR113,LAACA_AR114
E3J2BC0942,,111,负极,反向,137,140,143,50,2#,2024/3/18 11:16,-85.235,499.775,1,1.5,141.49,10,141.309,141.666,141.68,141.4,141.31,141.02,141.14,141.5,141.92,142.04,141.76,141.12,69890.5,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.5,69890.54,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,112,负极,正向,137,140,143,50,2#,2024/3/18 11:16,-85.34,499.775,1,1.5,141.75,10,141.558,141.942,141.84,141.76,141.55,141.14,141.5,141.74,142.44,142.12,142,141.42,69890.5,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.5,69890.5,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,113,负极,反向,137,140,143,50,2#,2024/3/18 11:17,-85.34,499.703,1,1.5,141.48,10,141.298,141.665,141.61,141.51,141.36,140.9,141.12,141.48,141.93,141.96,141.77,141.18,69890.5,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.5,69890.54,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,114,负极,正向,137,140,143,50,2#,2024/3/18 11:17,-85.34,499.703,1,1.5,141.65,10,141.479,141.821,141.76,141.72,141.57,140.97,141.39,141.6,142.31,142.02,141.91,141.26,69890.54,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.5,69890.5,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,115,负极,反向,137,140,143,50,2#,2024/3/18 11:17,-85.34,499.703,1,1.5,141.56,10,141.382,141.744,141.75,141.65,141.35,140.9,141.26,141.69,142.27,142.01,141.61,141.14,69890.5,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.5,69890.5,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,116,负极,正向,137,140,143,50,2#,2024/3/18 11:17,-85.34,499.703,1,1.5,141.65,10,141.439,141.854,141.83,141.66,141.4,140.97,141.34,141.78,142.34,142.04,141.73,141.39,69890.5,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.5,69890.5,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,117,负极,反向,137,140,143,50,2#,2024/3/18 11:17,-85.34,499.703,1,1.5,141.46,10,141.27,141.657,141.76,141.6,141.14,140.69,141.16,141.53,142.2,141.89,141.62,141.05,69890.5,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.5,69890.5,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,118,负极,正向,137,140,143,50,2#,2024/3/18 11:17,-85.34,499.703,1,1.5,141.64,10,141.394,141.88,141.67,141.65,141.38,141.07,141.21,141.66,142.32,142.07,141.93,141.41,69890.5,0,0,0,0,0,0,0,0,0,0,69890.54,69890.54,69890.5,69890.5,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,119,负极,反向,137,140,143,50,2#,2024/3/18 11:17,-85.34,499.703,1,1.5,141.45,10,141.312,141.591,141.73,141.56,141.26,140.85,141.17,141.42,142.01,141.92,141.52,141.09,69890.5,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.5,69890.5,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,120,负极,正向,137,140,143,50,2#,2024/3/18 11:17,-85.34,499.703,1,1.5,141.63,10,141.44,141.815,141.77,141.66,141.51,140.99,141.28,141.6,142.24,142.09,141.83,141.31,69890.5,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.5,69890.5,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,121,负极,反向,137,140,143,50,2#,2024/3/18 11:17,-85.34,499.703,1,1.5,141.53,10,141.329,141.727,141.69,141.58,141.34,140.84,141.2,141.62,142.17,141.96,141.73,141.15,69890.5,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.5,69890.54,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,122,负极,正向,137,140,143,50,2#,2024/3/18 11:17,-85.34,499.703,1,1.5,141.59,10,141.368,141.809,141.79,141.57,141.39,140.85,141.24,141.64,142.26,142.08,141.73,141.33,69890.5,0,0,0,0,0,0,0,0,0,0,69890.54,69890.54,69890.5,69890.54,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,123,负极,反向,137,140,143,50,2#,2024/3/18 11:17,-85.34,499.703,1,1.5,141.5,10,141.327,141.677,141.69,141.58,141.35,140.82,141.2,141.57,142.02,142.04,141.59,141.16,69890.5,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.54,69890.54,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,124,负极,正向,137,140,143,50,2#,2024/3/18 11:17,-85.34,499.703,1,1.5,141.6,10,141.415,141.789,141.67,141.64,141.41,141.03,141.32,141.61,142.2,142.02,141.81,141.3,69890.5,0,0,0,0,0,0,0,0,0,0,69890.54,69890.54,69890.5,69890.5,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,125,负极,反向,137,140,143,50,2#,2024/3/18 11:18,-85.34,499.703,1,1.5,141.47,10,141.271,141.667,141.6,141.55,141.31,140.8,141.1,141.46,142.05,141.99,141.71,141.12,69890.5,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.5,69890.54,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,126,负极,正向,137,140,143,50,2#,2024/3/18 11:18,-85.34,499.703,1,1.5,141.6,10,141.4,141.796,141.69,141.69,141.38,140.93,141.31,141.68,142.23,141.97,141.84,141.26,69890.5,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.5,69890.5,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,127,负极,反向,137,140,143,50,2#,2024/3/18 11:18,-85.34,499.703,1,1.5,141.46,10,141.27,141.657,141.58,141.6,141.25,140.88,141.04,141.5,141.97,141.94,141.72,141.16,69890.5,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.54,69890.54,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,128,负极,正向,137,140,143,50,2#,2024/3/18 11:18,-85.593,499.703,1,1.5,141.82,10,141.635,142.005,141.94,141.76,141.71,141.15,141.62,141.98,142.43,142.26,141.9,141.45,69890.54,0,0,0,0,0,0,0,0,0,0,69890.5,69890.5,69890.5,69890.5,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,129,负极,正向,137,140,143,50,2#,2024/3/18 11:19,-85.593,499.758,1,1.5,141.68,10,141.503,141.851,141.91,141.55,141.3,141.4,141.36,141.66,142.37,142.05,141.7,141.48,70420.05,0,0,0,0,0,0,0,0,0,0,70481.36,70481.36,70584.55,70610.2,6.65,70.74,480.13,482.17,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,130,负极,反向,137,140,143,50,2#,2024/3/18 11:19,-85.593,499.872,1,1.5,141.03,10,140.72,141.339,140.89,140.8,140.37,140.63,140.91,141.08,141.68,141.6,141.28,141.05,71192.38,0,0,0,0,0,0,0,0,0,0,71127.15,71127.15,71054.81,71375.61,5.02,71.45,478.07,481.61,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,131,负极,正向,137,140,143,50,2#,2024/3/18 11:19,-85.593,499.872,1,1.5,142.23,10,141.871,142.583,141.78,141.78,141.76,142.08,141.95,142.31,142.88,142.92,142.58,142.22,71777.03,0,0,0,0,0,0,0,0,0,0,72189.28,72189.28,72550.61,73489.63,29.99,72.83,474.04,473.61,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,132,负极,反向,137,140,143,50,2#,2024/3/18 11:19,-85.593,499.872,1,1.5,141.71,10,141.154,142.274,141.29,141.21,141.13,141.16,140.98,141.62,142.63,142.53,142.45,142.14,74810.04,0,0,0,0,0,0,0,0,0,0,74593.78,74593.78,74033.44,75655.4,24.42,75.48,473,473.33,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,133,负极,正向,137,140,143,50,2#,2024/3/18 11:19,-85.593,499.872,1,1.5,138,10,137.737,138.272,138.18,137.92,137.56,137.43,137.59,137.91,138.62,138.57,138.22,138.04,75679.28,0,0,0,0,0,0,0,0,0,0,75673.86,75673.86,75673.7,75673.66,0,75.88,477.47,474.55,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,134,负极,反向,137,140,143,50,2#,2024/3/18 11:19,-85.593,499.872,1,1.5,137.98,10,137.734,138.22,138.2,137.86,137.55,137.52,137.55,138.03,138.58,138.21,138.28,138,75700.09,0,0,0,0,0,0,0,0,0,0,75675.39,75675.39,75673.63,75841.98,4.99,75.88,477.47,474.55,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.44,140.27,0,0,5
E3J2BC0942,,135,负极,正向,137,140,143,50,2#,2024/3/18 11:19,-85.593,499.872,1,1.5,137.74,10,137.546,137.933,138.73,137.43,137.25,137.08,137.24,137.52,138.22,138.06,138.04,137.84,75961.87,0,0,0,0,0,0,0,0,0,0,76036.95,76036.95,76091.26,76242.6,4.97,75.88,477.47,474.55,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.87,139.58,0,0,5
E3J2BC0942,,136,负极,反向,137,140,143,50,2#,2024/3/18 11:19,-85.593,499.872,1,1.5,138.42,10,138.129,138.709,138.7,137.94,137.88,137.88,138.24,138.36,139.24,139.07,138.79,138.08,76470.21,0,0,0,0,0,0,0,0,0,0,76406.79,76406.79,76338.5,76495.34,0,75.88,477.47,474.55,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.54,139.17,0,0,5
E3J2BC0942,,137,负极,正向,137,140,143,50,2#,2024/3/18 11:20,-85.593,499.872,1,1.5,139.72,10,139.115,140.33,139.16,138.74,139.06,139.15,139.47,139.67,140.55,140.56,140.59,140.28,76495.34,0,0,0,0,0,0,0,0,0,0,76497.27,76497.27,76498.48,76498.48,0,75.88,477.47,474.55,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.46,139.08,0,0,5
E3J2BC0942,,138,负极,反向,137,140,143,50,2#,2024/3/18 11:20,-85.593,499.872,1,1.5,139.82,10,139.203,140.424,139.51,139.1,138.99,138.99,139.43,139.91,140.72,140.75,140.52,140.23,76498.45,0,0,0,0,0,0,0,0,0,0,76498.45,76498.45,76498.48,76498.48,0,75.88,477.47,474.55,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,139,负极,正向,137,140,143,50,2#,2024/3/18 11:20,-85.593,499.872,1,1.5,139.94,10,139.318,140.559,139.63,139.11,139.06,139.13,139.66,139.91,140.84,140.91,140.81,140.33,76498.57,0,0,0,0,0,0,0,0,0,0,76498.52,76498.52,76498.52,76498.52,0,75.88,477.47,474.55,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,140,负极,反向,137,140,143,50,2#,2024/3/18 11:20,-85.593,499.872,1,1.5,139.86,10,139.256,140.468,139.39,139.2,139.17,138.9,139.61,139.86,140.58,140.9,140.74,140.26,76498.65,0,0,0,0,0,0,0,0,0,0,76498.61,76498.61,76498.57,76498.65,0,75.88,477.47,474.55,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,141,负极,正向,137,140,143,50,2#,2024/3/18 11:20,-85.593,499.872,1,1.5,140.04,10,139.438,140.639,139.59,139.21,139.3,139.34,139.75,139.96,141.01,140.96,140.78,140.49,76498.61,0,0,0,0,0,0,0,0,0,0,76498.61,76498.61,76498.69,76498.69,0,75.88,477.47,474.55,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,142,负极,反向,137,140,143,50,2#,2024/3/18 11:20,-85.593,499.872,1,1.5,139.94,10,139.381,140.509,139.55,139.28,139.11,139.31,139.65,139.97,140.86,140.78,140.62,140.31,76498.65,0,0,0,0,0,0,0,0,0,0,76498.65,76498.65,76498.69,76498.69,0,75.88,477.47,474.55,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,143,负极,正向,137,140,143,50,2#,2024/3/18 11:20,-85.593,499.872,1,1.5,140.12,10,139.49,140.749,139.62,139.31,139.4,139.34,139.78,140.03,141,141.09,141.04,140.59,76498.73,0,0,0,0,0,0,0,0,0,0,76498.73,76498.73,76498.69,76498.69,0,75.88,477.47,474.55,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,144,负极,反向,137,140,143,50,2#,2024/3/18 11:20,-85.593,499.872,1,1.5,140.07,10,139.44,140.709,139.33,139.35,139.29,139.41,139.82,140.1,141.08,141.02,140.89,140.44,76506.03,0,0,0,0,0,0,0,0,0,0,76498.77,76498.77,76498.69,76697.94,4.99,75.98,476.85,474.38,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,145,负极,正向,137,140,143,50,2#,2024/3/18 11:20,-85.699,499.872,1,1.5,139.19,10,139.362,139.019,140.25,139.49,139.24,138.98,138.85,139.14,139.4,139.16,138.94,138.47,79835.61,0,0,0,0,0,0,0,0,0,0,80221,80221,80625.13,81527.16,29.99,80.19,472.85,473.29,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,146,负极,反向,137,140,143,50,2#,2024/3/18 11:21,-85.699,499.793,1,1.5,137.63,10,137.323,137.938,137.04,137.5,137.1,137.41,137.57,137.72,138.56,138.27,137.85,137.29,87336.2,0,0,0,0,0,0,0,0,0,0,86963.64,86963.64,86555.91,88265.56,25.91,87.31,472.85,473.29,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,147,负极,正向,137,140,143,50,2#,2024/3/18 11:21,-85.699,499.793,1,1.5,137.08,10,137.055,137.095,137.28,137.36,136.83,136.91,136.9,137.01,137.57,137.32,137.05,136.53,88405.01,0,0,0,0,0,0,0,0,0,0,88464.15,88464.15,88523.76,88662.3,4.97,87.93,475.98,475.01,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E3J2BC0942,,148,负极,反向,137,140,143,50,2#,2024/3/18 11:21,-85.699,499.793,1,1.5,136.73,10,136.262,137.205,136.16,136.4,136.11,136.22,136.42,136.64,137.57,137.48,137.33,137,88893.84,0,0,0,0,0,0,0,0,0,0,88819.38,88819.38,88751.76,89073.14,4.97,88.37,475.98,475.01,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.19,137.52,0,0,5
E3J2BC0942,,149,负极,正向,137,140,143,50,2#,2024/3/18 11:21,-85.699,499.793,1,1.5,137.56,10,137.055,138.069,136.9,137.12,137.04,136.82,137.41,137.56,138.38,137.96,138.34,138.1,89195.35,0,0,0,0,0,0,0,0,0,0,89284.34,89284.89,89324.67,89488.23,4.99,88.76,475.98,475.01,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.88,137.41,0,0,5
E3J2BC0942,,150,负极,反向,137,140,143,50,2#,2024/3/18 11:21,-85.699,499.793,1,1.5,138.13,10,137.884,138.37,138.19,138.1,137.58,137.66,137.89,138.26,138.63,138.44,138.59,137.92,89700.37,0,0,0,0,0,0,0,0,0,0,89641.5,89641.5,89572.27,89901.11,4.95,89.2,475.98,475.01,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.92,137.58,0,0,5
E3J2BC0942,,151,负极,正向,137,140,143,50,2#,2024/3/18 11:21,-85.699,499.793,1,1.5,137.42,10,137.262,137.586,137.38,137.41,136.99,137.28,137.25,137.5,137.54,137.81,137.81,137.27,90011.77,0,0,0,0,0,0,0,0,0,0,90072.17,90072.17,90136.65,90289.57,4.99,89.59,475.98,475.01,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.12,137.74,0,0,5
E3J2BC0942,,152,负极,反向,137,140,143,50,2#,2024/3/18 11:21,-85.699,499.793,1,1.5,136.84,10,136.701,136.99,136.91,137.02,136.56,136.51,136.5,136.82,137.29,137.18,137.18,136.48,90523.5,0,0,0,0,0,0,0,0,0,0,90447.27,90447.27,90383.78,90694.01,4.94,89.97,475.98,475.01,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.14,137.71,0,0,5
E3J2BC0942,,153,负极,正向,137,140,143,50,2#,2024/3/18 11:21,-85.699,499.793,1,1.5,137.56,10,137.484,137.629,137.7,137.7,137.28,137.4,137.33,137.53,138.14,137.82,137.68,136.98,90817.32,0,0,0,0,0,0,0,0,0,0,90878.23,90878.23,90946.13,91096.37,4.99,90.41,475.98,475.01,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.08,137.61,0,0,5
E3J2BC0942,,154,负极,反向,137,140,143,50,2#,2024/3/18 11:21,-85.699,499.793,1,1.5,137.36,10,136.968,137.746,137.02,137.16,136.78,136.72,137.16,137.51,138.03,137.99,137.89,137.32,91927.48,0,0,0,0,0,0,0,0,0,0,91568.51,91568.51,91286.13,93082.29,29.98,91.79,472.9,483.01,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.13,137.61,0,0,5
E3J2BC0942,,155,负极,正向,137,140,143,50,2#,2024/3/18 11:21,-85.699,499.793,1,1.5,134.42,10,133.968,134.867,134.09,134.07,133.53,134.01,134.14,134.82,135.12,134.88,134.97,134.55,93843.62,0,0,0,0,0,0,0,0,0,0,94442.55,94442.55,94927.73,96108.82,40,94.43,485.24,482.53,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.11,137.63,0,0,5
